timestamp,source,resource_id,metric_name,value,z_score,severity,service_tag,region
2026-07-12 00:00:00,azure_cost,svc-api-gateway,daily_cost,48.535538544976646,-2.8782179802414496,Warning,api,eastus2
2026-07-13 00:00:00,azure_cost,svc-api-gateway,daily_cost,51.98787438589495,2.7874699967561694,Warning,api,eastus2
2026-07-02 00:00:00,datadog,svc-api-gateway,error_rate,0.518765906713416,2.882201979501457,Warning,api,eastus2
2026-07-11 00:00:00,datadog,svc-api-gateway,error_rate,0.5207993050668882,2.0276144608709563,Warning,api,eastus2
2026-07-16 00:00:00,datadog,svc-api-gateway,error_rate,0.535729810118158,2.1737420538207477,Warning,api,eastus2
2026-08-06 00:00:00,datadog,svc-api-gateway,error_rate,0.5484100948377695,2.2554849034398186,Warning,api,eastus2
2026-06-27 00:00:00,datadog,svc-api-gateway,request_rate,1192.52806932948,-2.0344725594072957,Warning,api,eastus2
2026-07-13 00:00:00,datadog,svc-api-gateway,request_rate,1210.4159164966372,2.3525712114320423,Warning,api,eastus2
2026-07-14 00:00:00,datadog,svc-api-gateway,request_rate,1180.7220780903092,-2.954908976003583,Warning,api,eastus2
2026-07-18 00:00:00,datadog,svc-api-gateway,request_rate,1181.7438814435125,-2.090361568852923,Warning,api,eastus2
2026-08-04 00:00:00,datadog,svc-api-gateway,request_rate,1172.0711067901937,-2.0597405024739452,Warning,api,eastus2
2026-08-06 00:00:00,datadog,svc-api-gateway,request_rate,1158.9824644798807,-2.2339353027011626,Warning,api,eastus2
2026-07-02 00:00:00,azure_monitor,vm-dev-01,cpu_utilization,7.93102164796871,-2.079138307638739,Warning,development,centralus
2026-07-09 00:00:00,azure_monitor,vm-dev-01,cpu_utilization,7.815383086426119,-2.5063761796265784,Warning,development,centralus
2026-07-15 00:00:00,azure_monitor,vm-dev-01,cpu_utilization,8.21229779987303,2.0432556687859873,Warning,development,centralus
2026-07-28 00:00:00,azure_monitor,vm-dev-01,cpu_utilization,7.572249298368804,-2.2555701339586833,Warning,development,centralus
2026-08-06 00:00:00,azure_monitor,vm-dev-01,cpu_utilization,7.157274870316657,-2.6380390588831433,Warning,development,centralus
2026-07-09 00:00:00,azure_cost,vm-dev-01,daily_cost,9.606107499638242,-2.323134257207379,Warning,development,centralus
2026-07-13 00:00:00,azure_cost,vm-dev-01,daily_cost,10.835253296109494,2.753574654177286,Warning,development,centralus
2026-07-15 00:00:00,azure_cost,vm-dev-01,daily_cost,9.28715075284667,-2.199620461260315,Warning,development,centralus
2026-07-14 00:00:00,azure_monitor,vm-dev-01,memory_utilization,11.79554047671777,-2.7904407954947517,Warning,development,centralus
2026-08-03 00:00:00,azure_monitor,vm-dev-01,memory_utilization,11.635921028604605,-2.4977490868042986,Warning,development,centralus
2026-08-06 00:00:00,azure_monitor,vm-dev-01,memory_utilization,12.583530109485295,2.6907154665891237,Warning,development,centralus
2026-07-13 00:00:00,azure_monitor,vm-prod-01,cpu_utilization,44.523384956277035,-2.3671029419353093,Warning,compute,centralus
2026-07-17 00:00:00,azure_monitor,vm-prod-01,cpu_utilization,43.434015490510156,-3.1132320233109367,Critical,compute,centralus
2026-08-06 00:00:00,azure_monitor,vm-prod-01,cpu_utilization,47.91436022703595,2.475325293585554,Warning,compute,centralus
2026-06-19 00:00:00,azure_cost,vm-prod-01,daily_cost,98.39456141462757,-2.113639652808415,Warning,compute,centralus
2026-07-11 00:00:00,azure_cost,vm-prod-01,daily_cost,209.72408903546244,3.472869733819259,Critical,compute,centralus
2026-07-12 00:00:00,azure_cost,vm-prod-01,daily_cost,201.8479620416378,2.2551224332199515,Warning,compute,centralus
2026-08-05 00:00:00,azure_cost,vm-prod-01,daily_cost,300.0,3.4688663628776903,Critical,compute,centralus
2026-07-13 00:00:00,azure_monitor,vm-prod-01,memory_utilization,55.41870427192107,3.035947007888363,Critical,compute,centralus
2026-07-17 00:00:00,azure_monitor,vm-prod-01,memory_utilization,54.72355942232581,-2.151828922591147,Warning,compute,centralus
2026-07-18 00:00:00,azure_monitor,vm-prod-01,memory_utilization,55.53948787958873,2.2669789077225304,Warning,compute,centralus
2026-08-03 00:00:00,azure_monitor,vm-prod-01,memory_utilization,54.56163481771484,-2.056357149500331,Warning,compute,centralus
2026-07-13 00:00:00,azure_monitor,vm-prod-02,cpu_utilization,48.83285997040436,-2.8453099712555416,Warning,compute,centralus
2026-07-14 00:00:00,azure_monitor,vm-prod-02,cpu_utilization,45.99610970933989,-2.3497635725978605,Warning,compute,centralus
2026-07-03 00:00:00,azure_cost,vm-prod-02,daily_cost,152.9594102161008,2.8330730458494466,Warning,compute,centralus
2026-07-04 00:00:00,azure_cost,vm-prod-02,daily_cost,153.1696327525706,2.212480497743429,Warning,compute,centralus
2026-07-13 00:00:00,azure_cost,vm-prod-02,daily_cost,142.61481642442922,-2.7829886844628215,Warning,compute,centralus
2026-07-13 00:00:00,azure_monitor,vm-prod-02,memory_utilization,60.16985049887964,2.9162575271779563,Warning,compute,centralus
2026-07-20 00:00:00,azure_monitor,vm-prod-02,memory_utilization,59.754451553922586,-2.340855667949938,Warning,compute,centralus
