source,resource_id,metric_name,service_tag,region,unit,timestamp,avg_value,min_value,max_value,count_value
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-07-11 10:00:00,0.7530133883186519,0.30075239432103074,1.2,20
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-06-12 10:00:00,7.972233517273491,6.280057855880179,9.474971631725523,9
azure_monitor,vm-prod-02,memory_utilization,compute,centralus,percent,2026-06-12 14:00:00,60.07855040771258,59.0686330156735,60.95685185122669,10
datadog,svc-api-gateway,error_rate,api,eastus2,percent,2026-06-12 14:00:00,0.4945500697332316,0.3173347757966633,0.6940633868210311,10
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-06-12 19:00:00,8.115410579645312,6.3707413570228795,9.970665467425379,10
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-06-12 21:00:00,8.182148278429962,6.239771590315135,9.770985011777789,10
azure_monitor,vm-dev-01,memory_utilization,development,centralus,percent,2026-06-13 00:00:00,11.931635867910387,11.26320162155886,12.974732455861616,10
azure_monitor,vm-prod-02,cpu_utilization,compute,centralus,percent,2026-06-13 00:00:00,35.90129497460326,34.15567007798168,37.895143948595184,10
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-06-13 01:00:00,7.478033549973342,6.157965017999245,8.774747942253342,10
azure_monitor,vm-dev-01,cpu_utilization,development,centralus,percent,2026-06-13 09:00:00,7.98878744785095,6.323631401655559,9.714483155156001,11
azure_monitor,vm-dev-01,memory_utilization,development,centralus,percent,2026-06-13 10:00:00,12.172818874265738,11.372519879901082,12.985381979702106,11
azure_monitor,vm-prod-02,cpu_utilization,compute,centralus,percent,2026-06-13 10:00:00,36.57583197006594,34.97827979582853,38.518039937095345,11
azure_monitor,vm-prod-01,memory_utilization,compute,centralus,percent,2026-06-13 12:00:00,54.69431324786922,53.00426894352157,55.874189470676015,11
